name;description;alteration;property;power;special;source;rarity;critical;implement_group;location;weapon_groups;armor_categories;object_levels
Gants de poigne dimensionnelle;Grâce à ces gants ajustés, vous créez un petit portail dimensionnel au travers duquel vous manipulez les objets.;"";Vous bénéficiez d'un bonus de +4 aux tests de Larcin.;Quotidien : action simple. Vous effectuez un test de Larcin contre une cible située dans un rayon de 5 cases. Vous devez avoir une ligne de mire avec la cible.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";16
Gants de précision;Quand vous portez ces mitaines en peau de cerf, vos tirs ignorent les obstacles.;"";"";À volonté : action mineure. Jusqu'à la fin de votre tour de jeu, vos attaques à distance ignorent camouflages et abris (mais pas un camouflage total ou un abri supérieur).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";16
Gants de prestidigitateur;Ces gants rapiécés vous permettent d'accomplir des tours de magie.;"";"";À volonté ♦ arcanique, invocation : action simple. Comme le pouvoir de magicien manipulation à distance (cf. MdJ 75).<br>À volonté ♦ arcanique : action simple. Comme le pouvoir de magicien prestidigitation (cf. MdJ 75).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";4
Gants de rangement;Bien que ces gants en peau de chamois soient correctement ajustés, le bout de vos doigts paraît à l’étroit, comme s'il y avait quelque chose à l'intérieur des gants.;"";Au prix d'une action mineure, vous pouvez ranger dans l'un de vos gants un objet que nul ne tient ou porte. Chaque gant peut stocker un objet, et chaque objet ne doit pas peser plus de 5 kilos. Au prix d'une action mineure, vous pouvez faire apparaître dans votre main l'objet rangé dans le gant. Une arme sera prête à l'emploi, mais ce ne sera pas le das des objets (boucliers, par exemple) nécessitant une action pour s'en équiper. Tant qu'ils sont dans les gants, les objets ne pèsent rien.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";9
Gants de réflexes éclair;Ces gants noirs et moulants enserrent vos avant-bras, qui fourmillent d'énergie.;"";Vous bénéficiez d'un bonus d'objet de +2 aux attaques d'opportunités.;Quotidien : action libre. Utilisez ce pouvoir quand un ennemi provoque une attaque d'opportunité. Effectuez une attaque d'opportunité, même si vous en avez déjà réalisé une durant ce tour de jeu.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";19
Gants de renvoi dimensionnel;Ces gants de fin brocart sont couverts de glyphes occultes et mystérieux.;"";Quand vous utilisez un pouvoir de téléportation sur une cible autre que vous-même, vous pouvez augmenter la distance de téléportation de 2 cases.;"Quotidien ♦ téléportation : action simple. Effectuez une attaque contre une cible adjacente : Charisme +4 contre Vigueur ; en cas de réussite, la cible est téléportée dans un espace inoccupé de votre choix dans un rayon de 10 cases.";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";14
Gants de tir infaillible;Ces gants soyeux rendent vos tirs infaillibles.;"";Vos attaques d'arme à distance ignorent les abris (mais pas un abri supérieur).;"";"";Le Comptoir de l'Aventure 1;common;"";"";Mains;"";"";9
Gants de tir lointain;Les tirs à portée longue sont facilités par ces mitaines.;"";"";Rencontre : action mineure. Vos attaques à distance ignorent le malus de portée de -2 jusqu'à la fin de votre tour de jeu suivant.<br>Niveau 21 : ce pouvoir devient un pouvoir à volonté.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";11, 21
Gants de transfert;Ces gants légers vous permettent d'accorder vos pouvoirs à autrui.;"";La portée de vos pouvoir utilitaires à distance augmente de cases.;Quotidien : action libre. Utilisez ce pouvoir à votre tour de jeu quand vous recourez à un pouvoir ayant une portée personnelle. Le pouvoir affecte un allié adjacent à votre place, comme si cet allié l'avait utilisé lui-même. Ce pouvoir ne fonctionne pas sur les pouvoirs accompagnés du mot-clé persistant, et s'il s'agit d'un pouvoir qui peut être maintenu, l'allié doit entreprendre l'action appropriée pour le maintenir.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";14
Gants de voleur;Ces gants noirs enchantés améliorent vos talents de voleur.;"";Vous bénéficiez d'un bonus d'objet de +3 aux tests de Larcin.;Quotidien : action mineure. À chaque fois que vous effectuez un test de Larcin durant ce tour de jeu, lancez le dé deux fois et conservez le meilleur résultat.;"";Manuel des Joueurs 1;uncommon;"";"";Mains;"";"";12
Gants des géants;Si ces gants donnent l'impression que vos mains sont plus grandes, ils s'ajustent parfaitement et vous confèrent une poigne impressionnante.;"";Vous bénéficiez d'un bonus d'objet de +3 aux jets d'attaque d'étreinte.;"Rencontre : action simple. Si vous étreignez une créature d'une catégorie de taille inférieure ou égale à la vôtre, vous pouvez mettre fin à l'étreinte en lançant celle-ci, ce qui la fait glisser de 6 cases. Vous pouvez lancer la créature sur une cible, à condition qu'elle termine son déplacement forcé dans un espace adjacent à celle-ci. Dans ce cas, effectuez une attaque contre la cible : Dextérité +4 contre Réflexes ; en cas de réussite, la créature lancée et la cible subissent chacune 2d8 + modificateur de Force dégâts et se retrouvent à terre.";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";13
Gants du guérisseur;Ces gants magnifiques améliorent vos soins.;"";Quand vous utilisez un pouvoir accompagné de mot-clé guérison, une cible regagne 1d6 points de vie supplémentaires.<br>Niveau 22 : 2d6 points de vie.;Quotidien ♦ guérison : action simple. Dépensez une récupération. Un allié adjacent regagne un nombre de points de vie égal à votre valeur de récupération.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";12, 22
Gants écorcheurs;Ces gants moulants vous permettent d'infliger des blessures sanglantes avec une lame légère.;"";"";Quotidien : action libre. Utilisez ce pouvoir quand vous touchez au moyen d'une attaque de corps à corps portée à l'aide d'une lame légère et que vous jouissez d'un avantage de combat contre la cible. Cette attaque inflige 5 dégâts continus supplémentaires (sauvegarde annule). Si l'attaque inflige déjà des dégâts continus d'un type ou d'un autre, le pouvoir de l'objet ne fonctionne pas.<br>Niveau 14 : 10 dégâts continus (sauvegarde annule).<br>Niveau 24 : 15 dégâts continus (sauvegarde annule).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";4, 14, 24
Gants empoisonnés;Ces gants à l'aspect banal réservent de mauvaises surprises à vos ennemis puisqu'ils peuvent enduire une arme de poison au moment propice.;"";"";À volonté : action simple. Vous placez dans ces gants une dose de poison qui peut être appliquée sur une arme. Les gants ne peuvent contenir qu'une dose de poison à la fois.<br>À volonté : action mineure. Vous appliquez le poison stocké sur une arme que vous avez en main : vous dépensez la dose de poison en l'appliquant.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Mains;"";"";4
Gants porte-veine;Avandra veille sur le porteur de ces gants décorés d'un trèfle doré.;"";"";Rencontre : action libre. Utilisez ce pouvoir après avoir effectué le jet de dégâts d'une attaque d'arme de corps à corps. Relancez un dé de dégâts et conservez le second résultat, même s'il est inférieur au premier.<br>Niveau 16 : relancez deux dés de dégâts.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";6, 16
Gants répulsifs;Ces gants vous aident à tenir vos ennemis à distance.;"";Un ennemi doit dépenser 1 case de déplacement supplémentaire pour entrer dans une case qui vous est adjacente. Toutefois, un ennemi que l'on pousse, tire, ou fait glisser se déplace normalement dans les cases qui vous sont adjacentes.;"Quotidien : action simple. Effectuez une attaque : distance 10 ; +13 contre Réflexes ; en cas de réussite, la cible est maîtrisée (sauvegarde annule).";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";10
Gants venimeux;Les reptiles brodés sur le dos de ces gants en peau de serpent se tortillent lorsque vous faites appel à leur pouvoir.;"";"";Quotidien ♦ poison, sommeil : action mineure. Changez les dégâts de votre prochaine attaque de corps à corps avec une arme à une main en dégâts de poison. Par ailleurs, la cible est ralentie (sauvegarde annule). Après trois jets de sauvegarde ratés, la cible est inconsciente (sauvegarde annule).<br>Niveau 26 : après deux jets de sauvegarde ratés, la cible est inconsciente (sauvegarde annule).;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";16, 26
Gemme de colloque;Ce joyau flotte près de votre tête, affûtant votre esprit tout en développant votre connaissance linguistique.;"";Vous bénéficiez d'un bonus d'objet de +1 aux tests de Bluff ou de Diplomatie. Vous comprenez 1 langue supplémentaire, choisie au moment de la création de la gemme.<br>Niveau 12 : bonus d'objet de +3, 2 langues supplémentaires.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Tête;"";"";2, 12
Godillots telluriques;Ces lourdes bottes à semelle d'acier vous permettent de percevoir les vibrations tout en alourdissant votre pas.;"";Vous bénéficiez de la perception des vibrations 1.<br>Niveau 27: perception des vibrations 3.;"Quotidien; action simple. Vous frappez du pied et effectuez une attaque: explosion de proximité 2; Force +4 contre Réflexes; en cas de réussite, la cible se retrouve à terre.<br>Niveau 27: Force +6 contre Réflexes";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";17, 27
Gorgerin de réciprocité;Des runes signifiant «œil pour œil» ornent ce magnifique gorgerin de platine.;Réflexes, Vigueur et Volonté;"";"Quotidien: réaction immédiate. Utilisez ce pouvoir lorsque vous êtes touché par une attaque. L'attaquant est également touché par l'attaque (pas de jet d'attaque nécessaire); le jet de dégâts et les effets sont les mêmes que ceux qui vous ont frappé.";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Cou;"";"";30
Griffes d'escalade;Des griffes sortent magiquement de la paume de ces gants de cuir matelassés.;"";Vous bénéficiez d'un bonus d'objet de +1 aux tests d'Athlétisme pour escalader. Chacun de ces gants peut également être utilisé comme une lame légère simple secondaire à une main assortie d'un bonus de maniement de +2 aux jets d'attaque et infligeant 1d4 dégâts. Considérez que le porteur des gants est formé au maniement de cette arme.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Mains;"";"";4
Guêtres vaporeuses;Ces guêtres légères allègent vos pieds comme votre esprit.;"";Vous ne subissez pas de dégâts de chute et atterrissez toujours sur vos pieds. Vous disposez d'une VD en vol égale à votre VD+2, mais devez terminer chacun de vos tours de jeu sur une surface solide, sans quoi vous tombez.;Rencontre: action libre. Utilisez ce pouvoir lorsque vous êtes censé tomber. Vous ne tomber pas jusqu'à la fin de votre tour de jeu suivant.;"";Le Comptoir de l'Aventure 1;uncommon;"";"";Pieds;"";"";25
Gueule du gardien;La rune primale du dévoreur est gravée sur cette arme, accroissant vos dégâts quand vous êtes sous forme tutélaire.;jets d'attaque et jets de dégâts;Tant que vous êtes sous forme tutélaire, cette arme inflige des dégâts supplémentaires égaux à votre modificateur de Constitution.;"";"";Le Comptoir de l'Aventure 2;uncommon;+1d6 dégâts par point de bonus d'altération;"";Arme;Armes d'hast, Bâtons, Fléaux, Haches, Lames légères, Lames lourdes, Lances, Mains nues, Marteaux, Masses, Pics;"";4, 9, 14, 19, 24, 29
Habit sanguin;Le sang des ennemis blessés ne fait que renforcer ce vêtement cramoisi.;CA;Tant que la cible de votre serment d'inimitié est en péril, vous bénéficiez d'un bonus de +1 à toutes les défenses.;"";"";Le Comptoir de l'Aventure 2;uncommon;"";"";Torse;"";Armures d'étoffe;3, 8, 13, 18, 23, 28
Hache du blizzard;Quand le porteur de cette arme est en péril, la lame de la hache se couvre de givre et promet une mort glaciale à chaque mouvement.;jets d'attaque et jets de dégâts;Tant que vous êtes en péril, cette hache inflige des dégâts de froid supplémentaires égaux à votre modificateur de Constitution.;"";"";Le Comptoir de l'Aventure 2;uncommon;+1d6 dégâts par point de bonus d'altération, ou +1d10 dégâts de froid par point de bonus d'altération tant que vous êtes en péril.;"";Arme;Haches;"";3, 8, 13, 18, 23, 28
Halo des étoiles déchues;De petites particules de lumière étincelante vous tournent autour de la tête comme des étoiles en orbite, améliorant vos compétences de soins, de connaissance de la nature et de religion.;"";Vous bénéficiez d'un bonus d'objet de +5 aux tests de Nature, Religion et Soins.;Quotidien ♦ radiant : interruption immédiate. Vous pouvez utiliser ce pouvoir quand un ennemi effectue une attaque de corps à corps ou à distance contre vous. Celui-ci subit 5d6 + modificateur de Charisme dégâts radiants et est aveuglé (sauvegarde annule).;"";Manuel des Joueurs 1;uncommon;"";"";Tête;"";"";25
Harnais de l'acrobate;Cette bande d'étoffe vous aide à vous extirper de situations dangereuses.;"";Lorsque vous effectuez un test d'Acrobaties, vous lancez deux fois le dé et conservez le résultat de votre choix.;"";"";Le Comptoir de l'Aventure 2;common;"";"";Taille;"";"";14
Harnais de natation;De nombreux capitaines ayant perdu leur navire dans une tempête n'ont dû leur salut qu'à ces lanières de toile cirée bleue.;"";Vous bénéficiez d'un bonus d'objet de +2 aux test d'Athlétisme pour nager et aux tests d'Endurance visant à retenir votre souffle, nager ou faire du surplace.<br>Niveau 18: bonus d'objet de +4.<br>Niveau 28: bonus d'objet de +6.;"";"";Le Comptoir de l'Aventure 1;uncommon;"";"";Taille;"";"";8, 18, 28
Harnais du mulet;Ce simple harnais de cuir vous permet de soulever et de porter des charges importantes.;"";Ajoutez 5 points à votre valeur de Force pour ce qui est de déterminer votre charge normale, charge lourde et charge de traction maximale (cf. MdJ 222).<br>Niveau 12: ajoutez 10 points.<br>Niveau 22: ajoutez 15 points.;"";"";Le Comptoir de l'Aventure 1;common;"";"";Taille;"";"";2, 12, 22
Harnois radieux;Très prisé par les paladins de Pélor, ce magnifique harnois en mithral poli renforce votre esprit et éblouit vos adversaire.;CA;Vous bénéficiez d'un bonus d'objet de +2 à toutes les défenses contre les effets de charme, terreur et psychiques.;Quotidien: action mineure. Chaque ennemi qui vous est adjacent subit un malus de -2 aux jets d'attaque (sauvegarde annule).;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Torse;"";Harnois;4, 9, 14, 19, 24, 29
Harnois spectral;Ce harnois d'un noir terne est fait de plaques de fer imprégnées d'essence de Gisombre, ce qui vous confère des qualités spectrales.;CA;Vous ignorez les malus à la VD et aux tests de compétence normalement imposés par le port d'un harnois.;Quotidien: action de mouvement. Vous vous déplacez à votre VD. Par ailleurs, vous devenez immatériel et bénéficiez du déphasage jusqu'à la fin de votre tour de jeu.;"";Le Comptoir de l'Aventure 2;uncommon;"";"";Torse;"";Harnois;20, 25, 30
