"Titre";"Catégorie de talents";"Aptitude";"Aptitude raciale";"Talent";"Pouvoir";"Autre prérequis";"Compétences";"Classe";"Race";"Avantage";"Stats";"Source";"Errata"
"Tir distant";"Parangonique";;;;;;;;;"Vous ignorez le malus de -2 accompagnant les attaques à distances à portée longue.";;"Manuel des Joueurs 1";"Aucun"
"Tir effleurant";"Parangonique";;;;;;;;;"Si vous ratez une attaque de base à distance qui n'inflige pas de dégâts en cas d'échec, la cible subit des dégâts égaux à votre modificateur de Dextérité.";;"Manuel des Joueurs 3";"Aucun"
"Tir en pleine course";"Parangonique";;;;;;;;"Elfe";"Vous ne subissez aucun malus à l'attaque sur vos attaques à distance après avoir couru.";;"Manuel des Joueurs 1";"Aucun"
"Tir immanquable";"Héroïque";"Tir implacable";;;;;;"Limier";;"Quand vous utilisez votre tir implacable, vous pouvez effectuer l'attaque de base à distance contre un ennemi situé dans un rayon de 10 cases de la créature que vous avez ratée, au lieu d'un rayon de 5 cases seulement.";;"Manuel des Joueurs 3";"Aucun"
"Tir implacable supérieur";"Héroïque";"Tir implacable";;;;;;"Limier";;"Quand vous effectuez l'attaque de base à distance conférée par votre tir implacable, celle-ci ignore l'abri et le camouflage, mais pas l'abri supérieur ni le camouflage total.";;"Manuel des Joueurs 3";"Aucun"
"Tir lointain";"Héroïque";;;;;;;;;"Lorsque vous utilisez une arme à projectile comme un arc ou une arbalète, augmenter les portées normales et longues de 5 cases.";"Dex 13";"Manuel des Joueurs 1";"Aucun"
"Tir précurseur";"Héroïque";"Chef de troupe";;;;;;"Maître de Guerre";"Elfe";"Lorsque vous touchez un ennemi avec une attaque d'arc, chaque allié situé dans un rayon de 10 cases qui vous voit et vous entends bénéficie d'un +1 aux jets d'attaques à distance contre la cible de l'attaque jusqu'au début de votre tour de jeu suivant.";;"Art de la Guerre 1";"Aucun"
"Tirailleur supérieur";"Héroïque";"Présence du tirailleur";;;;;;"Maître de Guerre";;"Lorsqu'un allié qui vous voit dépense un point d'action pour attaquer, il bénéficie d'un bonus de +1 aux jets d'attaque correspondants.";;"Art de la Guerre 2";"Aucun"
"Tireur imperturbable";"Parangonique";;;;;;;;;"Vous bénéficiez d'un bonus de +3 aux jets de dégâts des attaques à l'arbalète si vous ne vous êtes pas déplacé depuis la fin de votre dernier tour de jeu.";"Con 15";"Manuel des Joueurs 1";"Aucun"
"Tonnerre retentissant";"Parangonique";;;;;;;;;"Vous pouvez ajouter 1 à la taille de toutes décharge ou explosion accompagné du mot-clé tonnerre.";;"Manuel des Joueurs 1";"Aucun"
"Tonus du péril";"Héroïque";;;;;;;"Guerrier";"Drakéide";"Lorsque vous touchez avec un pouvoir accompagné du mot-clé fortifiant et que vous êtes en péril, vous gagnez 2 points de vie temporaires supplémentaires.";"Con 13";"Art de la Guerre 1";"Aucun"
"Touche-à-tout";"Héroïque";;;;;;;;;"Vous bénéficiez d’un bonus de talent de +2 aux tests de compétences pour lesquelles vous n’êtes pas formés.";"Int 13";"Manuel des Joueurs 1";"Aucun"
"Touche-à-tout religieux";"Héroïque";;;;;;;"Invocateur, Paladin, Prêtre, Prêtre des runes, Vengeur";"Demi-elfe";"Choisissez un pouvoir d'attaque à volonté de niveau 1 et d'une classe divine autre que la vôtre. Dorénavant, vous pouvez au chois utiliser ce pouvoir ou le pouvoir que vous avez gagné avec votre trait racial Dilettante comme pouvoir de rencontre (mais vous ne pouvez pas utiliser les deux au cours de la même rencontre).";;"Intervention Divine";"Aucun"
"Transfert d'énergie";"Héroïque";;;;"Projection de pensées";;;"Psion";;"Quand vous utilisez projection de pensées pour envoyer un message à un allié qui a des points de pouvoir, vous pouvez lui transférer 1 point de pouvoir.";;"Manuel des Joueurs 3";"Aucun"
"Transfert par la lame ensorcelée";"Héroïque";;;;;;;"Ensorceleur";;"Quand vous utilisez un pouvoir d’attaque à distance d’ensorceleur avec une dague, vous pouvez utiliser ce pouvoir comme une attaque de corps à corps. Sa portée est alors égale à votre allonge.";;"Manuel des Joueurs 2";"Aucun"
"Translation soigneuse d'Alhahn";"Héroïque";;"Heureuse fortune";;;;;;"Githzerai";"Quand vous utilise votre heureuse fortune, vous pouvez vous décaler de votre VD au lieu de 3 cases seulement.";;"Manuel des Joueurs 3";"Aucun"
"Traque de groupe";"Héroïque";"Traque";;;;;;"Rôdeur";"Demi-elfe";"Vos alliés bénéficient d'un +1 aux jets de dégâts contre votre proie.";;"Art de la Guerre 1";"Aucun"
"Traqueur de minuit (tribal)";"Héroïque";;;;;;;;;"Vous bénéficiez d'un bonus de talent de +2 aux test de Discrétion. Ce bonus augment de 1 pour chaque allié situé dans un rayon de 10 cases qui possède ce talent et jusqu'à un maximum de +5,";;"Force de la Nature";"Aucun"
"Traqueur intrépide";"Héroïque";"Traque";;;;;;"Rôdeur";"Goliath";"Lorsque votre proie vous touche avec une attaque de corps à corps, vous pouvez utiliser votre pouvoir racial endurance de la pierre au prix d'une interruption immédiate.";;"Art de la Guerre 2";"Aucun"
"Tribu spirituelle";"Héroïque";"Communication avec les esprits";;;;;;"Shaman";;"Lorsque vous utilisez Communication avec les esprits pour bénéficiez d'un bonus à un test de compétence, chaque allié dans un rayon de 5 cases bénéficie d'un bonus de pouvoir de +2 aux tests effectués avec cette compétence jusqu'à la fin de votre tour de jeu suivant.";;"Force de la Nature";"Aucun"
"Triomphe sanglant";"Héroïque";"Triomphe du champion";;;;;;"Barbare";;"Lorsque vous mettez un ennemi en péril, vous ou un allié bénéficiez d'un bonus au prochain jet de dégât effectué contre cet ennemi avant la fin de la rencontre égal à votre modificateur de Charisme.";;"Force de la Nature";"Aucun"
"Tromperie amicale";"Héroïque";"Paroles d'amitié";;;;;;"Barde";;"Lorsque vous utilisez paroles d'amitié, vous pouvez appliquer le bonus de pouvoir à un test de Bluff au lieu d'un test de Diplomatie.";;"Secret des Arcanes";"Aucun"
"Trousses diligentes";"Héroïque";;;;;;;"Voleur";;"Si vous êtes touchés par une attaque d'opportunités alors que vous vous déplacez, vous bénéficiez d'un bonus de +1 à la VD pour ce déplacement. Ce bonus se cumule si vous êtes touchés plusieurs fois.";"Dex 15";"Art de la Guerre 1";"Aucun"
"Tueur rapide";"Héroïque";"Faucheur tournoyant";;;;;;"Barbare";;"Lorsque vous utilisez faucheur tournoyant pour vous décaler, vous pouvez vous décaler d'un nombre de case égales à votre modificateur de Dextérité, au lieu de 2 cases.";;"Force de la Nature";"Aucun"
"Vaillance de Mror";"Héroïque";;;;;;;;"Nain";"Au début de votre tour de jeu, vous bénéficiez d'un bonus de talent +1 aux jets d'attaque utilisant haches et marteaux jusqu'à ce que vous vous déplaciez.";;"Eberron";"01/2013"
"Vaillance des corniches";"Parangonique";;;;"Parole inspiratrice";;;"Maître de guerre";"Goliath";"Lorsque vous utilisez parole inspiratrice, la cible regagne des points de vie supplémentaires égaux à votre modificateur de Constitution.";"Con 13";"Art de la Guerre 2";"Aucun"
"Vaurien béni";"Héroïque";;;;;;;"Invocateur, Paladin, Prêtre, Prêtre des runes, Vengeur";"Halfelin";"Lorsque vous utilisez votre pouvoir racial deuxième chance et que l'attaque de votre ennemi vous rate, vous pouvez dépenser une récupération.";;"Intervention Divine";"Aucun"
"Vélocité des mers et des cieux";"Héroïque";;;;;;;"Maître de Guerre";"Genasi";"Lorsque vous utilisez votre pouvoir racial arpenteur des vents ou cours rapide, chaque allié situé dans un rayon de 5 cases bénéficie d'un bonus de +2 à la VD jusqu'à la fin de votre tour de jeu suivant.";;"Art de la Guerre 2";"Aucun"
"Vengeance certaine";"Héroïque";"Censure rétributive";;;"Serment d'inimitié";;;"Vengeur";;"Lorsqu'un ennemi différent de la cible de votre serment d'inimité vous touche, vous bénéficiez d'un bonus de +1 à vos jets d'attaque contre la cible de votre serment d'inimité jusqu'à la fin de votre tour de jeu suivant.";;"Manuel des Joueurs 2";"01/2013"
"Vengeance du protecteur";"Parangonique";"Alliance protectrice";;;;;;"Invocateur";;"Vous bénéficiez d'un bonus de +2 aux jets de dégâts sur les pouvoirs d'attaque ayant le mot-clé divin tant qu'un allié en péril se trouve dans un rayon de 5 cases.";;"Manuel des Joueurs 2";"Aucun"
"Verrou psychique";"Parangonique";;;;;;;;;"Toute cible que vous touchez à l'aide d'un pouvoir accompagné du mot-clé psychique subit un malus de -2 au prochain jet d'attaque.";;"Manuel des Joueurs 1";"Aucun"
"Vétéran endurci";"Héroïque";;;;;;;;;"Vous bénéficiez d'un bonus de talent de +5 aux jets de sauvegarde contre les effets de terreur et d'un bonus de talents de +2 aux tests d'initiative.";;"Manuel des Joueurs 3";"Aucun"
"Victoire imminente";"Héroïque";;;;;;;;;"Vous bénéficiez d'un bonus de +1 aux jets d'attaques des pouvoirs à volontés contre les créatures en péril.";;"Manuel des Joueurs 3";"Aucun"
"Vigilance";"Héroïque";;;;;;;;;"Vous ne pouvez plus être surpris: vous ne conférez donc pas d’avantage de combat à vos ennemis lorsque votre groupe êtes surpris. Vous bénéficiez également d’un bonus de talent de +2 aux tests de Perception.";;"Manuel des Joueurs 1";"01/2013"
"Vigueur à tout épreuve";"Héroïque";;;;;;;;;"Quand vous obtenez un résultat de 18 ou plus à un jet de sauvegarde contre la mort, vous pouvez dépensez une récupération comme si vous aviez obtenu un 20.";;"Manuel des Joueurs 3";"Aucun"
"Vigueur de l'esprit vital";"Héroïque";"Esprit vital";;;;;;"Gardien";;"Vous pouvez permettre à un second allié dans un rayon de 5 cases d'effectuer un jet de sauvegarde lorsque vous utilisez votre second souffle.";;"Force de la Nature";"Aucun"
"Vigueur renforcé";"Héroïque";;;;;;;;;"Vous bénéficiez d’un bonus de talent de +2 à la Vigueur. Ce bonus passe à +3 au niveau 11, et +4 au niveau 21.";;"Manuel des Joueurs 1";"01/2013"
"Virtuose du combat";"Héroïque";;;;;;;"Barde";;"Lorsque vous utilisez n'importe quel pouvoir d'attaque acquis par un talent de multiclassage, de multiclassage parangonique ou par le trait racial de demi-elfe dilettante, vous pouvez utiliser votre Charisme pour le jet d'attaque du pouvoir au lieu du score de caractéristique normalement utilisé pour effectuer cette attaque. Vous déterminez néanmoins les dégâts normalement.";;"Secret des Arcanes";"Aucun"
"Visage railleur";"Héroïque";;;;;;;"Vengeur";"Changelin";"Si vous utilisez votre pouvoir racial change-forme pour prendre l'apparence de la cible de votre serment d'inimitié, vous obtenez un avantage de combat contre celle-ci jusqu'à la fin de votre tour de jeu suivant.";;"Intervention Divine";"Aucun"
"Visée du chasseur";"Héroïque";"Traque";;;;;;"Rôdeur";;"Vous ne subissez pas l'habituel -2 aux jets d'attaque contre votre proie lorsqu'elle dispose d'un abri ou d'un camouflage.";;"Art de la Guerre 1";"Aucun"
"Visée du noirfeu";"Héroïque";;;;;;;"Rôdeur, Voleur";"Drow";"A chaque fois que vous infligez des dégâts d'attaque sournoise ou de traque à la cible de votr pouvoir Noirfeu, l'attaque infliges des dégâts supplémentaires égaux à votre modificateur de Sagesse.";;"Art de la Guerre 1";"Aucun"
"Vitalité de noirfeu";"Héroïque";;;;;;;"Prêtre";"Drow";"Lorsque n'importe quel allié réussit une attaque contre un ennemi qui est sous l'effet de votre pouvoir racial de noirfeu, cet allié gagne des points de vie temporaires égaux à votre modificateur de Charisme.";;"Intervention Divine";"Aucun"
"Vitalité supérieure";"Héroïque";;;;;;"Formation Endurance";"Guerrier";;"Vous gagnez un bonus de talent de +1 au nombre de points de vie temporaires que vous gagnez en utilisant un pouvoir fortifiant. Ce bonus augmente à +2 au niveau 11, et +3 au niveau 21.";;"Art de la Guerre 1";"01/2013"
"Vitesse de la pensée supérieure";"Héroïque";"Vitesse de la pensée";;;;;;"Batailleur";;"Quand vous utilisez votre vitesse de la pensée, vous pouvez vous déplacer de 2 cases supplémentaires.";;"Manuel des Joueurs 3";"Aucun"
"Vitesse de Mailikki";"Domaine Divin";"Conduit divin";;;;;;"Invocateur, Paladin, Prêtre, Prêtre des runes, Vengeur";;"Vous pouvez invoquez le pouvoir de votre dieu pour utiliser vitesse de Mailikki.";;"Royaume Oubliés";"Aucun"
"Vitesse indomptée";"Parangonique";"Sang indompté";;;;;;"Gardien";;"Quand un ennemi que vous avez marqué effectue une attaque qui ne vous prend pas pour cible, vous pouvez vous décaler d'un nombre de cases égal à votre modificateur de Sagesse au prix d'une action libre.";;"Manuel des Joueurs 2";"Aucun"
"Vivacité de l'araignée";"Héroïque";;;;;;;"Barbare, Druide, Gardien, Limier, Shaman";"Drow";"Vous bénéficiez d'un bonus de talent de +1 à la VD. Le bonus passe à +2 quand vous êtes sous l'effet d'un pouvoir primal de transformation ou de rage.";;"Force de la Nature";"Aucun"
"Vivacité martiale";"Héroïque";;;;;;;"Guerrier, Maître de guerre, Rôdeur, Voleur";;"Vous bénéficiez d'un bonus de talent de +2 aux tests d'initiative. En outre, au cours de votre premier tour de jeu, vous pouvez vous décaler au prix d'une action mineure.";"Dex 15";"Art de la Guerre 1";"Aucun"
"Vive allure";"Parangonique";;;;;;;;;"Vous bénéficiez d'un bonus de talent de + en vitesse de déplacement.";;"Manuel des Joueurs 1";"Aucun"
"Voix galvanisante";"Héroïque";;;;;;;"Barde";"Humain";"Lorsqu'un allié situé à 10 cases de vous ou moins utilise son second souffle, il gagna également un nombre de points de vie temporaires égal à votre modificateur de Charisme.";;"Secret des Arcanes";"Aucun"
"Volée guidée";"Héroïque";;;;;;;"Maître de Guerre";;"Chaque fois que vous conférez une attaque de base à distance à un allié, son attaque ignore l'abri et le camouflage (mais pas l'abri supérieur et le camouflage total).";;"Art de la Guerre 2";"Aucun"
"Volée implacable";"Parangonique";"Tir implacable";;;;;;"Limier";;"Quand vous utilisez votre tir implacable, vous pouvez effectuez deux attaques de base à distance au lieu d'une, chacune visant une cible différente.";;"Manuel des Joueurs 3";"Aucun"
"Volonté de fer";"Héroïque";;;;;;;;;"Vous bénéficiez d’un bonus de talent de +2 à la Volonté. Ce bonus passe à +3 au niveau 11, et +4 au niveau 21.";;"Manuel des Joueurs 1";"01/2013"
"Yeux de Séluné";"Domaine Divin";"Conduit divin";;;;;;"Invocateur, Paladin, Prêtre, Prêtre des runes, Vengeur";;"Vous pouvez invoquez le pouvoir de votre dieu pour utiliser yeux de Séluné.";;"Royaume Oubliés";"Aucun"
"Yeux des esprits";"Héroïque";;;;;;;"Barbare, Druide, Gardien, Limier, Shaman";"Elfe";"Chaque allié affecté par votre caractéristique raciale Vigilance de groupe ne subit pas de malus de -2 lorsqu'il attaque un ennemi qui bénéficie d'un camouflage.";;"Force de la Nature";"Aucun"
"Menace à deux armes";"Héroïque";;;"Combat à deux armes";;;;;;"Lorsque vous tenez une arme de corps à corps dans chaque main, vous bénéficiez d’un +3 aux jets de dégâts sur les attaques d’opportunités.";"Dex 13";"Manuel des Joueurs 2";"Aucun"
"Exercice accéléré";"Parangonique";;;"Étude martiale";;;;"Guerrier, Maître de guerre, Rôdeur, Voleur";;"L'exécution d'exercices martiaux vous demande la moitié du temps normal.";;"Art de la Guerre 2";"Aucun"
"Prodige martial";"Héroïque";;;"Étude martiale";;;;"Guerrier, Maître de guerre, Rôdeur, Voleur";;"Vous acquerrez 2 exercices martiaux de votre niveau ou moins. Le nombre d’exercices acquis passe à 3 au niveau 5, à 4, au niveau 11, à 5 au niveau 15, à 6 au niveau 21, et à 7 au niveau 25";;"Art de la Guerre 2";"Aucun"
"Expert en rituels";"Héroïque";;;"Lanceur de rituel";;;;;;"Vous bénéficiez d’un +2 aux tests de compétence effectués dans le cadre d’un rituel.";;"Manuel des Joueurs 2";"Aucun"
"Combattant de phalange";"Parangonique";;;"Maniement du bouclier (léger), Maniement du bouclier (lourd)";;;;"Guerrier, Maître de guerre";;"Lorsque vous utilisez un bouclier, les alliés adjacents bénéficient d'un bonus de bouclier de +1 à la CA.";;"Art de la Guerre 1";"Aucun"
"Maîtrise du bouclier";"Parangonique";;;"Maniement du bouclier (léger), Maniement du bouclier (lourd)";;;;;;"Quand vous portez un bouclier dont vous connaissez le maniement, votre bonus de bouclier s'applique également à votre vigueur.";;"Manuel des Joueurs 3";"Aucun"
"Spécialiste des boucliers";"Parangonique";;;"Maniement du bouclier (léger), Maniement du bouclier (lourd)";;;;;;"Vous bénéficiez d'un bonus de talent de +1 à la CA et aux Réflexes lorsque vous utilisez un bouclier pour lequel vous êtes formé.";"Dex 15";"Manuel des Joueurs 1";"Aucun"
